t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est
8.65,-8.89668,-8.99588,4.62784,4.58538,17.3,17.2649,2.53629,2.53542,5.39423,5.43249,2,1.97829,0.257624,0.28265,0.230928,0.179789,0.763015,0.74908,0.485997,0.418334,0.0944442,0.153553,-0.080634,-0.0770017
8.66,-8.87114,-8.97057,4.68177,4.63912,17.32,17.2846,2.57153,2.56824,5.39081,5.42327,2,1.97784,0.262532,0.286253,0.231772,0.180783,0.762211,0.747936,0.495511,0.429139,0.0744007,0.134603,-0.0802215,-0.0765484
8.67,-8.84525,-8.94491,4.73565,4.69277,17.34,17.3043,2.60719,2.60138,5.38702,5.4138,2,1.97745,0.267532,0.289917,0.232414,0.181687,0.761411,0.746815,0.50421,0.439169,0.0539176,0.115211,-0.0798075,-0.0760928
8.68,-8.819,-8.91891,4.7895,4.74631,17.36,17.3239,2.64327,2.63484,5.38284,5.40408,2,1.97711,0.272614,0.293635,0.232849,0.182498,0.760615,0.745717,0.512078,0.448399,0.0330278,0.0954127,-0.0793919,-0.075635
8.69,-8.79238,-8.89256,4.84331,4.79976,17.38,17.3436,2.67976,2.66861,5.37825,5.39408,2,1.97684,0.27777,0.297404,0.233073,0.18321,0.759823,0.744642,0.519101,0.456807,0.0117656,0.0752449,-0.0789749,-0.075175
8.7,-8.7654,-8.86587,4.89707,4.85311,17.4,17.3632,2.71664,2.70269,5.37323,5.3838,2,1.97663,0.282993,0.301217,0.233083,0.183821,0.759036,0.743592,0.525267,0.464375,-0.00983353,0.054734,-0.0785563,-0.0747129
8.71,-8.73805,-8.83881,4.95077,4.90635,17.42,17.3828,2.7539,2.73708,5.36775,5.37322,2,1.97649,0.288273,0.305069,0.232876,0.184326,0.758252,0.742567,0.530566,0.471082,-0.0317332,0.0339198,-0.0781363,-0.074249
8.72,-8.71032,-8.8114,5.00442,4.95948,17.44,17.4024,2.79154,2.77176,5.36181,5.36233,2,1.97641,0.293601,0.308954,0.232448,0.184722,0.757473,0.741568,0.534987,0.476914,-0.0538959,0.0128351,-0.0777149,-0.0737832
8.73,-8.68221,-8.78363,5.05801,5.01249,17.46,17.422,2.82953,2.80674,5.35537,5.35112,2,1.97639,0.29897,0.312865,0.231797,0.185005,0.756698,0.740596,0.538524,0.481854,-0.076283,-0.00848041,-0.077292,-0.0733159
8.74,-8.65373,-8.75549,5.11153,5.06538,17.48,17.4415,2.86786,2.842,5.34842,5.33959,2,1.97644,0.304369,0.316797,0.230921,0.185171,0.755927,0.739651,0.54117,0.485894,-0.0988554,-0.0299947,-0.0768677,-0.0728468
8.75,-8.62486,-8.72699,5.16497,5.11815,17.5,17.4611,2.90652,2.87754,5.34094,5.32771,2,1.97656,0.30979,0.320743,0.229819,0.185215,0.75516,0.738733,0.542923,0.489022,-0.121573,-0.0516747,-0.0764421,-0.0723762
8.76,-8.5956,-8.69812,5.21834,5.17078,17.52,17.4806,2.94549,2.91334,5.33291,5.31548,2,1.97674,0.315224,0.324696,0.22849,0.185136,0.754398,0.737843,0.543778,0.491225,-0.144394,-0.0734811,-0.0760151,-0.0719043
8.77,-8.56595,-8.66887,5.27163,5.22329,17.54,17.5002,2.98475,2.94939,5.32431,5.3029,2,1.97699,0.320663,0.328652,0.226931,0.18493,0.75364,0.736982,0.543736,0.492506,-0.167277,-0.095378,-0.0755867,-0.0714312
8.78,-8.5359,-8.63926,5.32483,5.27565,17.56,17.5197,3.02428,2.98569,5.31514,5.28994,2,1.9773,0.326096,0.332601,0.225144,0.184592,0.752886,0.736149,0.542798,0.492858,-0.190181,-0.117326,-0.0751571,-0.070957
8.79,-8.50546,-8.60927,5.37793,5.32788,17.58,17.5392,3.06407,3.02223,5.30536,5.27661,2,1.97768,0.331516,0.336539,0.223128,0.184121,0.752137,0.735344,0.540966,0.49228,-0.213062,-0.1393,-0.0747262,-0.0704816
8.8,-8.47462,-8.5789,5.43093,5.37996,17.6,17.5587,3.1041,3.05899,5.29498,5.26288,2,1.97812,0.336912,0.340458,0.220883,0.183513,0.751392,0.734568,0.538245,0.490771,-0.235878,-0.161255,-0.074294,-0.0700053
8.81,-8.44338,-8.54815,5.48383,5.43189,17.62,17.5782,3.14434,3.09596,5.28396,5.24876,2,1.97863,0.342277,0.344351,0.218411,0.182765,0.750651,0.73382,0.534641,0.488337,-0.258586,-0.18316,-0.0738606,-0.0695282
8.82,-8.41173,-8.51701,5.53661,5.48367,17.64,17.5977,3.18478,3.13312,5.27231,5.23424,2,1.9792,0.347602,0.348211,0.215712,0.181874,0.749915,0.733101,0.530163,0.484982,-0.281141,-0.204973,-0.0734259,-0.0690504
8.83,-8.37968,-8.48549,5.58927,5.53529,17.66,17.6172,3.22539,3.17047,5.26001,5.2193,2,1.97983,0.352878,0.352032,0.212788,0.180838,0.749183,0.73241,0.524819,0.480715,-0.303502,-0.226668,-0.0729901,-0.068572
8.84,-8.34722,-8.45359,5.64181,5.58674,17.68,17.6367,3.26616,3.20799,5.24705,5.20394,2,1.98052,0.358096,0.355807,0.209643,0.179654,0.748455,0.731746,0.518623,0.475545,-0.325624,-0.248205,-0.0725531,-0.0680932
8.85,-8.31436,-8.42129,5.69421,5.63803,17.7,17.6562,3.30706,3.24566,5.23341,5.18816,2,1.98126,0.363248,0.359527,0.206277,0.178321,0.747732,0.731111,0.511587,0.469484,-0.347466,-0.269551,-0.0721149,-0.067614
8.86,-8.28108,-8.38861,5.74647,5.68914,17.72,17.6758,3.34806,3.28346,5.21909,5.17194,2,1.98206,0.368325,0.363187,0.202694,0.176835,0.747013,0.730502,0.503725,0.462546,-0.368985,-0.290669,-0.0716756,-0.0671347
8.87,-8.24739,-8.35555,5.79859,5.74009,17.74,17.6953,3.38916,3.32139,5.20409,5.15529,2,1.98292,0.373319,0.366779,0.198898,0.175196,0.746298,0.72992,0.495055,0.45475,-0.39014,-0.311528,-0.0712352,-0.066655
8.88,-8.2133,-8.32208,5.85055,5.79085,17.76,17.7148,3.43032,3.35942,5.18838,5.13819,2,1.98382,0.378223,0.370297,0.194893,0.173401,0.745588,0.729364,0.485595,0.446113,-0.410889,-0.332094,-0.0707937,-0.0661754
8.89,-8.17879,-8.28823,5.90236,5.84143,17.78,17.7343,3.47151,3.39754,5.17198,5.12064,2,1.98477,0.383029,0.373735,0.190682,0.171449,0.744882,0.728833,0.475364,0.436656,-0.431193,-0.352335,-0.0703512,-0.0656959
8.9,-8.14387,-8.25398,5.95399,5.89181,17.8,17.7539,3.51273,3.43572,5.15486,5.10263,2,1.98577,0.387728,0.377083,0.186271,0.169339,0.744181,0.728327,0.464384,0.426401,-0.451013,-0.372218,-0.0699076,-0.0652164
8.91,-8.10853,-8.21934,6.00545,5.94202,17.82,17.7734,3.55394,3.47396,5.13704,5.08418,2,1.98681,0.392314,0.380337,0.181664,0.16707,0.743484,0.727845,0.452678,0.415371,-0.47031,-0.391713,-0.069463,-0.0647374
8.92,-8.07279,-8.18431,6.05673,5.99202,17.84,17.793,3.59512,3.51223,5.1185,5.06525,2,1.9879,0.396779,0.383491,0.176866,0.16464,0.742792,0.727386,0.440268,0.403594,-0.489049,-0.410785,-0.0690174,-0.0642586
8.93,-8.03663,-8.14887,6.10782,6.04183,17.86,17.8126,3.63624,3.55051,5.09924,5.04586,2,1.98902,0.401117,0.386537,0.171885,0.16205,0.742104,0.72695,0.427182,0.391093,-0.507193,-0.429412,-0.0685708,-0.0637803
8.94,-8.00006,-8.11306,6.15871,6.09142,17.88,17.8322,3.67729,3.58879,5.07927,5.02601,2,1.99017,0.405321,0.38947,0.166725,0.1593,0.74142,0.726534,0.413445,0.377904,-0.52471,-0.447555,-0.0681232,-0.0633027
8.95,-7.96309,-8.07684,6.2094,6.14081,17.9,17.8518,3.71824,3.62704,5.05858,5.00569,2,1.99136,0.409384,0.392284,0.161393,0.15639,0.740741,0.72614,0.399086,0.36405,-0.541568,-0.465194,-0.0676748,-0.0628256
8.96,-7.9257,-8.04024,6.25988,6.18999,17.92,17.8714,3.75906,3.66526,5.03718,4.9849,2,1.99257,0.4133,0.394973,0.155895,0.153319,0.740067,0.725765,0.384133,0.349566,-0.557735,-0.482295,-0.0672254,-0.0623493
8.97,-7.88791,-8.00324,6.31014,6.23896,17.94,17.8911,3.79974,3.7034,5.01506,4.96364,2,1.99381,0.417065,0.397531,0.15024,0.150089,0.739397,0.725408,0.368616,0.334485,-0.573185,-0.498836,-0.0667751,-0.0618739
8.98,-7.84971,-7.96585,6.36018,6.2877,17.96,17.9108,3.84024,3.74146,4.99223,4.9419,2,1.99507,0.420671,0.399954,0.144434,0.146701,0.738731,0.72507,0.352567,0.318839,-0.587889,-0.514786,-0.0663239,-0.0613994
8.99,-7.8111,-7.92807,6.40999,6.33622,17.98,17.9305,3.88055,3.77943,4.9687,4.91971,2,1.99635,0.424114,0.402237,0.138485,0.143156,0.73807,0.724747,0.336016,0.302663,-0.601823,-0.530129,-0.065872,-0.0609259
9,-7.7721,-7.88989,6.45955,6.38452,18,17.9502,3.92065,3.81727,4.94446,4.89704,2,1.99765,0.42739,0.404376,0.1324,0.139456,0.737414,0.724441,0.318998,0.285993,-0.614964,-0.544836,-0.0654191,-0.0604534
9.01,-7.73269,-7.85134,6.50887,6.43258,18.02,17.9699,3.9605,3.85496,4.91954,4.8739,2,1.99896,0.430493,0.406366,0.126188,0.135603,0.736762,0.724149,0.301544,0.268867,-0.627293,-0.558886,-0.0649655,-0.0599822
9.02,-7.69289,-7.8124,6.55794,6.48041,18.04,17.9897,4.0001,3.8925,4.89392,4.8503,2,2.00028,0.433419,0.408204,0.119857,0.131599,0.736114,0.723871,0.283689,0.251318,-0.63879,-0.572258,-0.0645111,-0.0595121
9.03,-7.65269,-7.77308,6.60675,6.528,18.06,18.0095,4.03941,3.92985,4.86763,4.82625,2,2.0016,0.436165,0.409886,0.113416,0.127448,0.735472,0.723606,0.265467,0.233389,-0.649439,-0.584932,-0.064056,-0.0590434
9.04,-7.6121,-7.73338,6.65529,6.57534,18.08,18.0293,4.07842,3.96701,4.84067,4.80173,2,2.00293,0.438728,0.411409,0.106871,0.123152,0.734833,0.723353,0.246914,0.215111,-0.659225,-0.596892,-0.0636001,-0.0585759
9.05,-7.57112,-7.6933,6.70356,6.62245,18.1,18.0492,4.1171,4.00394,4.81305,4.77675,2,2.00427,0.441103,0.412772,0.100234,0.118715,0.7342,0.72311,0.228063,0.196526,-0.668138,-0.608119,-0.0631434,-0.0581099
9.06,-7.52976,-7.65284,6.75155,6.6693,18.12,18.069,4.15543,4.04064,4.78478,4.75134,2,2.0056,0.443288,0.413972,0.0935117,0.11414,0.73357,0.722877,0.208951,0.177673,-0.676165,-0.618595,-0.0626861,-0.0576452
9.07,-7.48801,-7.61202,6.79925,6.7159,18.14,18.0889,4.1934,4.07708,4.75588,4.72548,2,2.00693,0.445281,0.415007,0.0867136,0.109434,0.732946,0.722653,0.189612,0.158591,-0.683301,-0.628307,-0.0622281,-0.0571821
9.08,-7.44589,-7.57083,6.84666,6.76224,18.16,18.1088,4.23099,4.11325,4.72634,4.69919,2,2.00825,0.44708,0.415877,0.0798487,0.104599,0.732326,0.722438,0.170083,0.139314,-0.689538,-0.63725,-0.0617695,-0.0567204
9.09,-7.40339,-7.52927,6.89378,6.80833,18.18,18.1288,4.26817,4.14913,4.6962,4.67247,2,2.00956,0.448682,0.41658,0.0729258,0.0996414,0.73171,0.722229,0.150399,0.119882,-0.694874,-0.645404,-0.0613102,-0.0562603
9.1,-7.36053,-7.48735,6.94059,6.85415,18.2,18.1488,4.30493,4.1847,4.66546,4.64532,2,2.01087,0.450087,0.417118,0.0659542,0.0945657,0.7311,0.722027,0.130596,0.100337,-0.699307,-0.65276,-0.0608503,-0.0558017
9.11,-7.3173,-7.44508,6.98709,6.8997,18.22,18.1687,4.34124,4.21994,4.63413,4.61777,2,2.01216,0.451294,0.417489,0.0589427,0.0893788,0.730493,0.721831,0.110708,0.0807154,-0.702837,-0.659312,-0.0603898,-0.0553447
9.12,-7.27371,-7.40246,7.03327,6.94499,18.24,18.1888,4.3771,4.25484,4.60224,4.58981,2,2.01344,0.452301,0.417695,0.0519004,0.0840863,0.729892,0.721639,0.0907707,0.0610537,-0.705466,-0.665053,-0.0599287,-0.0548893
9.13,-7.22976,-7.35949,7.07913,6.99001,18.26,18.2088,4.41248,4.28938,4.56979,4.56145,2,2.0147,0.453109,0.417737,0.0448364,0.0786945,0.729295,0.721452,0.0708189,0.0413883,-0.707199,-0.669976,-0.0594671,-0.0544355
9.14,-7.18546,-7.31618,7.12466,7.03475,18.28,18.2289,4.44738,4.32356,4.53681,4.53272,2,2.01594,0.453718,0.417617,0.0377594,0.0732105,0.728703,0.721269,0.0508867,0.0217586,-0.708041,-0.67408,-0.0590049,-0.0539833
9.15,-7.14081,-7.27253,7.16986,7.07921,18.3,18.249,4.48177,4.35734,4.50331,4.50361,2,2.01717,0.454127,0.417337,0.0306785,0.0676418,0.728115,0.721088,0.031008,0.00220138,-0.708001,-0.677361,-0.0585423,-0.0535327
9.16,-7.09582,-7.22855,7.21473,7.12338,18.32,18.2691,4.51563,4.39072,4.4693,4.47413,2,2.01838,0.454338,0.4169,0.0236023,0.0619954,0.727532,0.72091,0.0112161,-0.0172484,-0.707087,-0.679821,-0.0580791,-0.0530836
9.17,-7.0505,-7.18424,7.25925,7.16727,18.34,18.2892,4.54897,4.42369,4.43481,4.4443,2,2.01956,0.454352,0.416308,0.0165396,0.0562784,0.726953,0.720733,-0.00845647,-0.0365565,-0.705311,-0.681459,-0.0576155,-0.0526361
9.18,-7.00485,-7.13962,7.30342,7.21088,18.36,18.3093,4.58175,4.45622,4.39985,4.41414,2,2.02073,0.454169,0.415567,0.00949893,0.0505,0.726379,0.720558,-0.0279775,-0.0556899,-0.702685,-0.682278,-0.0571514,-0.0521902
9.19,-6.95887,-7.09468,7.34724,7.2542,18.38,18.3295,4.61398,4.48832,4.36444,4.38365,2,2.02187,0.453793,0.414678,0.0024887,0.0446681,0.72581,0.720384,-0.0473157,-0.0746094,-0.699223,-0.682278,-0.0566869,-0.0517458
9.2,-6.91257,-7.04944,7.39071,7.29722,18.4,18.3497,4.64563,4.51997,4.3286,4.35284,2,2.02299,0.453224,0.413647,-0.0044828,0.0387904,0.725246,0.72021,-0.0664404,-0.0932868,-0.694941,-0.681469,-0.056222,-0.0513029
9.21,-6.86596,-7.00389,7.43381,7.33994,18.42,18.3699,4.6767,4.55115,4.29235,4.32173,2,2.02408,0.452465,0.412478,-0.0114074,0.0328752,0.724686,0.720037,-0.0853217,-0.111693,-0.689855,-0.679856,-0.0557567,-0.0508615
9.22,-6.81904,-6.95805,7.47655,7.38237,18.44,18.3901,4.70718,4.58186,4.25571,4.29033,2,2.02515,0.451518,0.411177,-0.0182773,0.0269323,0.724131,0.719863,-0.103931,-0.12979,-0.683982,-0.677448,-0.0552911,-0.0504214
9.23,-6.77182,-6.91192,7.51893,7.42449,18.46,18.4103,4.73705,4.61208,4.2187,4.25866,2,2.02619,0.450387,0.409748,-0.0250845,0.02097,0.72358,0.719688,-0.122239,-0.147551,-0.677342,-0.674255,-0.054825,-0.0499828
9.24,-6.7243,-6.86552,7.56093,7.46632,18.48,18.4305,4.76632,4.64181,4.18134,4.22673,2,2.02722,0.449075,0.408197,-0.0318216,0.0149964,0.723034,0.719513,-0.14022,-0.164949,-0.669954,-0.670284,-0.0543587,-0.0495455
9.25,-6.67649,-6.81883,7.60255,7.50783,18.5,18.4508,4.79496,4.67105,4.14365,4.19455,2,2.02821,0.447584,0.406529,-0.0384812,0.00902079,0.722493,0.719337,-0.157846,-0.181954,-0.66184,-0.665549,-0.0538921,-0.0491094
9.26,-6.6284,-6.77188,7.6438,7.54904,18.52,18.471,4.82298,4.69977,4.10564,4.16213,2,2.02918,0.445919,0.404752,-0.0450561,0.00305182,0.721956,0.719159,-0.175093,-0.198542,-0.653021,-0.660065,-0.0534251,-0.0486746
9.27,-6.58003,-6.72466,7.68466,7.58994,18.54,18.4913,4.85036,4.72798,4.06734,4.1295,2,2.03013,0.444083,0.402871,-0.0515393,-0.00290096,0.721424,0.71898,-0.191936,-0.214683,-0.643519,-0.653845,-0.0529579,-0.0482411
9.28,-6.5314,-6.67719,7.72514,7.63051,18.56,18.5115,4.87711,4.75567,4.02878,4.09667,2,2.03105,0.442082,0.400891,-0.0579243,-0.00882898,0.720897,0.718799,-0.208352,-0.230355,-0.633358,-0.6469,-0.0524905,-0.0478086
9.29,-6.48249,-6.62948,7.76524,7.67078,18.58,18.5318,4.90321,4.78284,3.98996,4.06364,2,2.03195,0.439918,0.398821,-0.0642044,-0.0147245,0.720374,0.718616,-0.224317,-0.245536,-0.622562,-0.639253,-0.0520228,-0.0473771
9.3,-6.43333,-6.58153,7.80494,7.71073,18.6,18.5521,4.92867,4.80947,3.95092,4.03043,2,2.03282,0.437597,0.396666,-0.0703735,-0.0205783,0.719857,0.718431,-0.239811,-0.260204,-0.611156,-0.630917,-0.0515549,-0.0469467
9.31,-6.38392,-6.53334,7.84426,7.75036,18.62,18.5723,4.95348,4.83557,3.91166,3.99707,2,2.03367,0.435123,0.394433,-0.0764255,-0.0263817,0.719343,0.718244,-0.254814,-0.274339,-0.599164,-0.621911,-0.0510868,-0.0465173
9.32,-6.33427,-6.48493,7.88318,7.78967,18.64,18.5926,4.97764,4.86113,3.87222,3.96355,2,2.0345,0.432502,0.392129,-0.0823549,-0.0321274,0.718835,0.718055,-0.269305,-0.28792,-0.586611,-0.612258,-0.0506185,-0.0460887
9.33,-6.28437,-6.43629,7.9217,7.82865,18.66,18.6128,5.00114,4.88615,3.83261,3.92989,2,2.0353,0.429739,0.389759,-0.088156,-0.0378072,0.718331,0.717864,-0.283267,-0.300935,-0.573525,-0.601973,-0.0501501,-0.0456608
9.34,-6.23425,-6.38744,7.95983,7.86731,18.68,18.6331,5.02399,4.91063,3.79285,3.89611,2,2.03608,0.426839,0.387332,-0.0938237,-0.043413,0.717832,0.71767,-0.296682,-0.313359,-0.55993,-0.591076,-0.0496816,-0.0452338
9.35,-6.18389,-6.33838,7.99756,7.90564,18.7,18.6533,5.04619,4.93457,3.75296,3.86222,2,2.03684,0.423807,0.384853,-0.099353,-0.0489384,0.717337,0.717474,-0.309535,-0.325185,-0.545855,-0.579596,-0.0492129,-0.0448074
9.36,-6.13332,-6.28913,8.03489,7.94366,18.72,18.6736,5.06773,4.95796,3.71296,3.82823,2,2.03758,0.42065,0.382331,-0.104739,-0.0543752,0.716848,0.717275,-0.321809,-0.336395,-0.531325,-0.567549,-0.0487442,-0.0443816
9.37,-6.08254,-6.23967,8.07182,7.98133,18.74,18.6938,5.08862,4.98082,3.67288,3.79416,2,2.03829,0.417373,0.379768,-0.109978,-0.0597175,0.716362,0.717073,-0.333491,-0.346979,-0.516367,-0.554959,-0.0482754,-0.0439565
9.38,-6.03155,-6.19002,8.10834,8.01868,18.76,18.714,5.10887,5.00314,3.63273,3.76001,2,2.03898,0.413982,0.377174,-0.115065,-0.0649589,0.715882,0.716869,-0.344568,-0.356929,-0.501009,-0.541851,-0.0478065,-0.0435317
9.39,-5.98037,-6.14019,8.14447,8.0557,18.78,18.7342,5.12847,5.02492,3.59253,3.72579,2,2.03965,0.410484,0.374553,-0.119997,-0.0700932,0.715406,0.716662,-0.355027,-0.36623,-0.485279,-0.528245,-0.0473376,-0.0431072
9.4,-5.92899,-6.09018,8.18019,8.09239,18.8,18.7544,5.14742,5.04616,3.5523,3.69153,2,2.0403,0.406884,0.371913,-0.12477,-0.075114,0.714935,0.716451,-0.364858,-0.374877,-0.469203,-0.514172,-0.0468686,-0.0426833
9.41,-5.87742,-6.04,8.21552,8.12874,18.82,18.7746,5.16575,5.06687,3.51206,3.65722,2,2.04093,0.403189,0.369259,-0.12938,-0.0800174,0.714469,0.716238,-0.374051,-0.382866,-0.45281,-0.499653,-0.0463997,-0.0422596
9.42,-5.82567,-5.98964,8.25044,8.16476,18.84,18.7948,5.18344,5.08705,3.47182,3.62287,2,2.04154,0.399405,0.366596,-0.133825,-0.0847983,0.714007,0.716022,-0.382598,-0.390192,-0.436127,-0.484715,-0.0459308,-0.0418359
9.43,-5.77375,-5.93912,8.28495,8.20046,18.86,18.815,5.20051,5.10672,3.43162,3.5885,2,2.04213,0.395539,0.363929,-0.138102,-0.0894517,0.71355,0.715802,-0.390489,-0.396849,-0.41918,-0.469378,-0.0454619,-0.0414125
9.44,-5.72167,-5.88844,8.31907,8.2358,18.88,18.8352,5.21696,5.12586,3.39145,3.55411,2,2.0427,0.391597,0.361266,-0.142208,-0.0939732,0.713098,0.715579,-0.397719,-0.402833,-0.401999,-0.453684,-0.0449931,-0.0409893
9.45,-5.66942,-5.8376,8.35278,8.27083,18.9,18.8553,5.2328,5.1445,3.35135,3.51972,2,2.04325,0.387587,0.358608,-0.146141,-0.0983608,0.712651,0.715352,-0.404282,-0.408148,-0.38461,-0.43764,-0.0445244,-0.040566
9.46,-5.61701,-5.78661,8.38609,8.30551,18.92,18.8755,5.24805,5.16263,3.31132,3.48533,2,2.04378,0.383514,0.355964,-0.149899,-0.10261,0.712208,0.715122,-0.410172,-0.412793,-0.367041,-0.421286,-0.0440557,-0.0401427
9.47,-5.56446,-5.73547,8.41901,8.33987,18.94,18.8956,5.2627,5.18027,3.27138,3.45094,2,2.04428,0.379386,0.353336,-0.153481,-0.106719,0.711769,0.714887,-0.415387,-0.416768,-0.349318,-0.404642,-0.0435872,-0.0397192
9.48,-5.51176,-5.68419,8.45152,8.37388,18.96,18.9157,5.27677,5.19741,3.23156,3.41657,2,2.04477,0.375208,0.350729,-0.156885,-0.110685,0.711336,0.714648,-0.419923,-0.420076,-0.33147,-0.387744,-0.0431188,-0.0392957
9.49,-5.45892,-5.63276,8.48364,8.40756,18.98,18.9359,5.29027,5.21408,3.19186,3.38221,2,2.04523,0.370989,0.348148,-0.16011,-0.114506,0.710907,0.714406,-0.423778,-0.422722,-0.313523,-0.370611,-0.0426505,-0.0388719
9.5,-5.40596,-5.5812,8.51536,8.44091,19,18.956,5.30321,5.23028,3.15231,3.34788,2,2.04567,0.366735,0.345595,-0.163156,-0.11818,0.710483,0.714158,-0.426953,-0.424711,-0.295504,-0.353277,-0.0421825,-0.0384477
9.51,-5.35286,-5.52949,8.54669,8.47392,19.02,18.9761,5.31561,5.24601,3.11291,3.31359,2,2.04609,0.362453,0.343075,-0.16602,-0.121707,0.710063,0.713906,-0.429447,-0.426049,-0.277439,-0.335765,-0.0417146,-0.0380234
9.52,-5.29965,-5.47766,8.57762,8.5066,19.04,18.9962,5.32746,5.26129,3.07367,3.27932,2,2.04649,0.358148,0.340592,-0.168704,-0.125086,0.709649,0.713649,-0.431261,-0.426743,-0.259355,-0.318109,-0.0412469,-0.0375987
9.53,-5.24631,-5.4257,8.60816,8.53894,19.06,19.0163,5.3388,5.27613,3.03463,3.2451,2,2.04687,0.35383,0.338148,-0.171207,-0.128316,0.709238,0.713387,-0.432398,-0.426802,-0.241278,-0.300332,-0.0407794,-0.0371736
9.54,-5.19287,-5.37361,8.63831,8.57095,19.08,19.0364,5.34962,5.29054,2.99577,3.21093,2,2.04722,0.349503,0.335747,-0.17353,-0.131398,0.708833,0.713119,-0.43286,-0.426236,-0.223235,-0.282464,-0.0403121,-0.036748
9.55,-5.13932,-5.32139,8.66808,8.60262,19.1,19.0565,5.35995,5.30453,2.95713,3.17679,2,2.04755,0.345175,0.333391,-0.175672,-0.134331,0.708432,0.712845,-0.432652,-0.425052,-0.205249,-0.264537,-0.0398451,-0.0363219
9.56,-5.08567,-5.26905,8.69746,8.63396,19.12,19.0766,5.3698,5.31811,2.91871,3.14271,2,2.04785,0.340852,0.331083,-0.177635,-0.137116,0.708036,0.712565,-0.431779,-0.423262,-0.187348,-0.24657,-0.0393784,-0.0358954
9.57,-5.03193,-5.21659,8.72645,8.66496,19.14,19.0967,5.37918,5.33129,2.88052,3.10869,2,2.04812,0.336541,0.328826,-0.17942,-0.139755,0.707645,0.712279,-0.430247,-0.42088,-0.169556,-0.228604,-0.038912,-0.0354683
9.58,-4.97809,-5.16402,8.75507,8.69563,19.16,19.1167,5.38811,5.34408,2.84257,3.07471,2,2.04837,0.332249,0.326621,-0.181027,-0.142248,0.707258,0.711986,-0.428062,-0.417914,-0.151898,-0.210653,-0.0384459,-0.0350406
9.59,-4.92417,-5.11132,8.7833,8.72597,19.18,19.1368,5.39661,5.3565,2.80487,3.0408,2,2.04859,0.327982,0.32447,-0.182458,-0.144598,0.706876,0.711686,-0.425232,-0.414381,-0.134398,-0.192761,-0.0379801,-0.0346124
9.6,-4.87016,-5.05851,8.81117,8.75598,19.2,19.1569,5.40468,5.36856,2.76744,3.00694,2,2.04878,0.323747,0.322376,-0.183715,-0.146806,0.706498,0.711379,-0.421766,-0.410295,-0.11708,-0.174945,-0.0375147,-0.0341835
9.61,-4.81608,-5.00558,8.83865,8.78564,19.22,19.177,5.41235,5.38027,2.73028,2.97314,2,2.04895,0.319549,0.32034,-0.1848,-0.148873,0.706125,0.711065,-0.417673,-0.405666,-0.0999679,-0.157235,-0.0370496,-0.0337539
9.62,-4.76192,-4.95255,8.86577,8.81498,19.24,19.1971,5.41964,5.39164,2.69339,2.93941,2,2.04908,0.315395,0.318364,-0.185715,-0.150803,0.705757,0.710742,-0.412964,-0.400512,-0.0830851,-0.139664,-0.0365849,-0.0333236
9.63,-4.70768,-4.8994,8.89252,8.84399,19.26,19.2172,5.42655,5.40269,2.65679,2.90573,2,2.04918,0.311292,0.316448,-0.186463,-0.152598,0.705394,0.710411,-0.40765,-0.394848,-0.0664542,-0.122252,-0.0361206,-0.0328927
