t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est
22.92,9.36989,9.36409,3.67902,3.68955,45.84,45.852,2.2182,2.20261,-5.5987,-5.63999,2,1.9947,-0.124607,-0.132349,-0.325281,-0.331093,0.779928,0.778146,-0.182908,-0.180264,0.0320518,0.0599516,0.00484772,0.00487415
22.93,9.39191,9.38588,3.62297,3.63291,45.86,45.872,2.1855,2.16884,-5.61266,-5.65413,2,1.99483,-0.126444,-0.134367,-0.324956,-0.330143,0.779977,0.778281,-0.184566,-0.180755,0.0329565,0.0610168,0.00484972,0.00481968
22.94,9.4136,9.40732,3.56677,3.57613,45.88,45.892,2.1527,2.135,-5.62647,-5.66805,2,1.99497,-0.128298,-0.136386,-0.324621,-0.329177,0.780025,0.778415,-0.186224,-0.181271,0.0339425,0.0621198,0.00485151,0.00476303
22.95,9.43496,9.42844,3.51044,3.5192,45.9,45.912,2.11978,2.10108,-5.64011,-5.68175,2,1.99513,-0.130169,-0.138406,-0.324277,-0.328196,0.780074,0.778549,-0.187879,-0.181807,0.0350099,0.0632599,0.00485311,0.00470431
22.96,9.45599,9.44921,3.45397,3.46213,45.92,45.9319,2.08676,2.06709,-5.65359,-5.69524,2,1.99529,-0.132056,-0.140427,-0.323921,-0.327199,0.780122,0.778683,-0.189527,-0.182365,0.0361588,0.0644328,0.0048545,0.00464363
22.97,9.4767,9.46965,3.39737,3.40492,45.94,45.9519,2.05362,2.03302,-5.6669,-5.70851,2,1.99547,-0.133959,-0.142449,-0.323553,-0.326187,0.780171,0.778817,-0.191164,-0.182941,0.037389,0.0656411,0.00485569,0.00458118
22.98,9.49707,9.48975,3.34063,3.34757,45.96,45.9718,2.02037,1.99888,-5.68005,-5.72157,2,1.99566,-0.135879,-0.144472,-0.323173,-0.32516,0.780219,0.77895,-0.192788,-0.183533,0.0387003,0.0668854,0.00485669,0.00451697
22.99,9.5171,9.50952,3.28377,3.29008,45.98,45.9918,1.98702,1.96467,-5.69302,-5.7344,2,1.99585,-0.137815,-0.146496,-0.322779,-0.324119,0.780268,0.779082,-0.194395,-0.184142,0.040092,0.068162,0.00485748,0.00445121
23,9.53681,9.52895,3.22677,3.23246,46,46.0117,1.95355,1.93038,-5.70582,-5.74702,2,1.99606,-0.139767,-0.14852,-0.322371,-0.323062,0.780316,0.779214,-0.195981,-0.184761,0.0415638,0.0694708,0.00485808,0.00438391
23.01,9.55617,9.54804,3.16965,3.17471,46.02,46.0317,1.91997,1.89602,-5.71844,-5.75942,2,1.99627,-0.141735,-0.150546,-0.321947,-0.321992,0.780365,0.779345,-0.197544,-0.185395,0.0431148,0.0708144,0.00485849,0.00431525
23.02,9.57521,9.5668,3.1124,3.11683,46.04,46.0516,1.88628,1.8616,-5.73089,-5.77159,2,1.99649,-0.143718,-0.152571,-0.321508,-0.320907,0.780414,0.779474,-0.199079,-0.186036,0.0447443,0.0721864,0.0048587,0.00424545
23.03,9.5939,9.58522,3.05503,3.05883,46.06,46.0715,1.85248,1.82711,-5.74315,-5.78354,2,1.99672,-0.145716,-0.154597,-0.321052,-0.319809,0.780462,0.779603,-0.200583,-0.186682,0.0464512,0.0735901,0.00485871,0.00417454
23.04,9.61225,9.60331,2.99754,3.00069,46.08,46.0915,1.81856,1.79256,-5.75523,-5.79527,2,1.99696,-0.147729,-0.156624,-0.320579,-0.318697,0.780511,0.779731,-0.202054,-0.187338,0.0482345,0.0750235,0.00485853,0.00410267
23.05,9.63027,9.62105,2.93993,2.94246,46.1,46.1114,1.78454,1.75795,-5.76713,-5.80678,2,1.99719,-0.149757,-0.15865,-0.320087,-0.317571,0.780559,0.779858,-0.203488,-0.187994,0.0500929,0.0764854,0.00485816,0.00403
23.06,9.64795,9.63846,2.8822,2.88408,46.12,46.1313,1.75041,1.72326,-5.77884,-5.81806,2,1.99744,-0.151799,-0.160676,-0.319577,-0.316432,0.780608,0.779983,-0.204882,-0.188653,0.052025,0.077977,0.00485759,0.00395674
23.07,9.66528,9.65553,2.82435,2.8256,46.14,46.1512,1.71616,1.68851,-5.79036,-5.82911,2,1.99768,-0.153855,-0.162703,-0.319047,-0.315281,0.780657,0.780106,-0.206233,-0.18931,0.0540293,0.0794944,0.00485683,0.00388285
23.08,9.68227,9.67227,2.76639,2.76699,46.16,46.1712,1.68181,1.65371,-5.80168,-5.83994,2,1.99793,-0.155923,-0.164728,-0.318496,-0.314116,0.780705,0.780228,-0.207538,-0.189966,0.0561043,0.0810371,0.00485588,0.00380865
23.09,9.69891,9.68867,2.70832,2.70828,46.18,46.1911,1.64735,1.61884,-5.81281,-5.85054,2,1.99819,-0.158005,-0.166754,-0.317924,-0.312939,0.780754,0.780349,-0.208793,-0.190613,0.0582481,0.0826042,0.00485474,0.00373418
23.1,9.71521,9.70473,2.65014,2.64946,46.2,46.211,1.61278,1.58392,-5.82374,-5.86091,2,1.99844,-0.160099,-0.168779,-0.317331,-0.31175,0.780802,0.780468,-0.209997,-0.191255,0.0604589,0.0841957,0.00485342,0.00365958
23.11,9.73117,9.72045,2.59185,2.59052,46.22,46.2309,1.5781,1.54894,-5.83448,-5.87105,2,1.9987,-0.162205,-0.170804,-0.316715,-0.310548,0.780851,0.780585,-0.211147,-0.191888,0.0627348,0.0858102,0.0048519,0.00358497
23.12,9.74678,9.73583,2.53345,2.53149,46.24,46.2508,1.54332,1.5139,-5.84501,-5.88096,2,1.99895,-0.164322,-0.172827,-0.316076,-0.309335,0.780899,0.780699,-0.212239,-0.19251,0.0650737,0.0874459,0.0048502,0.0035106
23.13,9.76204,9.75087,2.47495,2.47237,46.26,46.2707,1.50843,1.47882,-5.85533,-5.89064,2,1.9992,-0.166449,-0.174849,-0.315413,-0.30811,0.780948,0.780812,-0.213272,-0.193117,0.0674733,0.0891036,0.00484831,0.00343651
23.14,9.77694,9.76558,2.41634,2.41313,46.28,46.2906,1.47344,1.44367,-5.86545,-5.90009,2,1.99946,-0.168587,-0.176871,-0.314726,-0.306874,0.780996,0.780923,-0.214242,-0.193712,0.0699314,0.0907802,0.00484623,0.00336287
23.15,9.7915,9.77994,2.35764,2.35379,46.3,46.3105,1.43835,1.40848,-5.87535,-5.9093,2,1.99971,-0.170734,-0.178891,-0.314014,-0.305626,0.781045,0.781031,-0.215147,-0.194288,0.0724456,0.0924757,0.00484397,0.00328981
23.16,9.80571,9.79396,2.29884,2.29437,46.32,46.3305,1.40315,1.37323,-5.88505,-5.91828,2,1.99995,-0.17289,-0.18091,-0.313277,-0.304368,0.781093,0.781137,-0.215986,-0.194841,0.0750134,0.0941849,0.00484152,0.00321745
23.17,9.81957,9.80764,2.23994,2.23484,46.34,46.3504,1.36786,1.33793,-5.89452,-5.92702,2,2.0002,-0.175054,-0.182927,-0.312514,-0.303098,0.781141,0.781241,-0.216756,-0.195374,0.0776322,0.0959148,0.00483889,0.00314586
23.18,9.83307,9.82098,2.18095,2.17523,46.36,46.3703,1.33246,1.30259,-5.90378,-5.93552,2,2.00043,-0.177225,-0.184942,-0.311724,-0.301818,0.78119,0.781341,-0.217455,-0.195885,0.0802994,0.0976581,0.00483608,0.00307539
23.19,9.84622,9.83397,2.12186,2.11553,46.38,46.3902,1.29697,1.26719,-5.91282,-5.94379,2,2.00067,-0.179402,-0.186956,-0.310908,-0.300528,0.781238,0.78144,-0.218081,-0.196369,0.0830121,0.0994148,0.00483308,0.00300598
23.2,9.85901,9.84662,2.06269,2.05575,46.4,46.4101,1.26138,1.23176,-5.92164,-5.95181,2,2.0009,-0.181586,-0.188967,-0.310064,-0.299228,0.781286,0.781535,-0.218631,-0.196826,0.0857676,0.101185,0.00482991,0.00293774
23.21,9.87144,9.85892,2.00343,1.9959,46.42,46.4301,1.2257,1.19628,-5.93023,-5.9596,2,2.00112,-0.183775,-0.190975,-0.309192,-0.297918,0.781335,0.781628,-0.219106,-0.197253,0.088563,0.102963,0.00482655,0.00287093
23.22,9.88352,9.87088,1.94409,1.93595,46.44,46.45,1.18993,1.16075,-5.9386,-5.96714,2,2.00133,-0.185968,-0.192981,-0.308293,-0.296598,0.781383,0.781718,-0.219502,-0.197651,0.0913952,0.104753,0.00482302,0.00280554
23.23,9.89524,9.88249,1.88466,1.87593,46.46,46.4699,1.15406,1.12518,-5.94673,-5.97445,2,2.00153,-0.188165,-0.194985,-0.307364,-0.295268,0.781431,0.781804,-0.219819,-0.198014,0.0942612,0.106552,0.0048193,0.00274176
23.24,9.9066,9.89376,1.82515,1.81584,46.48,46.4899,1.11811,1.08958,-5.95463,-5.9815,2,2.00173,-0.190364,-0.196986,-0.306407,-0.29393,0.781479,0.781888,-0.220055,-0.198343,0.097158,0.108361,0.00481541,0.00267968
23.25,9.9176,9.90468,1.76557,1.75566,46.5,46.5098,1.08207,1.05392,-5.9623,-5.98832,2,2.00192,-0.192565,-0.198983,-0.305421,-0.292581,0.781528,0.781969,-0.220209,-0.198634,0.100082,0.110175,0.00481135,0.00261936
23.26,9.92824,9.91525,1.70591,1.69542,46.52,46.5298,1.04595,1.01824,-5.96973,-5.99489,2,2.00209,-0.194768,-0.200978,-0.304406,-0.291225,0.781576,0.782046,-0.22028,-0.198886,0.103031,0.111994,0.0048071,0.00256095
23.27,9.93852,9.92547,1.64617,1.63511,46.54,46.5497,1.00974,0.98251,-5.97692,-6.00121,2,2.00226,-0.196971,-0.202968,-0.30336,-0.289859,0.781624,0.78212,-0.220267,-0.1991,0.106001,0.113817,0.00480268,0.00250458
23.28,9.94844,9.93534,1.58637,1.57474,46.56,46.5697,0.973455,0.946746,-5.98387,-6.00729,2,2.00242,-0.199173,-0.204956,-0.302285,-0.288485,0.781672,0.782191,-0.220169,-0.199273,0.108989,0.115646,0.00479809,0.00245033
23.29,9.95799,9.94485,1.5265,1.5143,46.58,46.5896,0.937093,0.910946,-5.99058,-6.01312,2,2.00256,-0.201374,-0.206939,-0.301181,-0.287102,0.78172,0.782259,-0.219985,-0.199402,0.111991,0.117475,0.00479333,0.00239825
23.3,9.96718,9.95402,1.46656,1.45381,46.6,46.6096,0.900656,0.875121,-5.99704,-6.01869,2,2.00269,-0.203572,-0.208918,-0.300046,-0.285711,0.781768,0.782323,-0.219715,-0.199486,0.115004,0.119306,0.00478839,0.00234843
23.31,9.976,9.96283,1.40656,1.39325,46.62,46.6296,0.864146,0.839253,-6.00326,-6.02402,2,2.00281,-0.205768,-0.210893,-0.29888,-0.284312,0.781815,0.782384,-0.219359,-0.199525,0.118026,0.121135,0.00478328,0.00230105
23.32,9.98446,9.97129,1.3465,1.33264,46.64,46.6496,0.827567,0.803353,-6.00923,-6.0291,2,2.00291,-0.207959,-0.212863,-0.297685,-0.282905,0.781863,0.782441,-0.218916,-0.199517,0.121051,0.122963,0.004778,0.00225604
23.33,9.99255,9.9794,1.28637,1.27198,46.66,46.6696,0.79092,0.767424,-6.01494,-6.03392,2,2.00301,-0.210146,-0.214829,-0.296459,-0.28149,0.781911,0.782495,-0.218386,-0.199461,0.124078,0.12479,0.00477255,0.00221349
23.34,10.0003,9.98714,1.2262,1.21126,46.68,46.6896,0.754209,0.731462,-6.02041,-6.0385,2,2.00308,-0.212327,-0.21679,-0.295203,-0.280068,0.781959,0.782545,-0.21777,-0.199358,0.127102,0.126614,0.00476693,0.00217352
23.35,10.0076,9.99454,1.16597,1.15049,46.7,46.7096,0.717436,0.69547,-6.02562,-6.04282,2,2.00315,-0.214501,-0.218745,-0.293917,-0.278638,0.782006,0.782592,-0.217066,-0.199202,0.130121,0.128432,0.00476115,0.00213622
23.36,10.0146,10.0016,1.10569,1.08968,46.72,46.7296,0.680605,0.659451,-6.03057,-6.04688,2,2.00319,-0.216668,-0.220695,-0.292601,-0.277201,0.782054,0.782635,-0.216276,-0.198996,0.133131,0.130248,0.00475519,0.00210156
23.37,10.0213,10.0082,1.04536,1.02883,46.74,46.7497,0.643717,0.623404,-6.03527,-6.0507,2,2.00323,-0.218826,-0.22264,-0.291255,-0.275756,0.782101,0.782675,-0.215401,-0.198738,0.136128,0.132053,0.00474907,0.00206956
23.38,10.0275,10.0146,0.984981,0.96794,46.76,46.7697,0.606776,0.58734,-6.03971,-6.05425,2,2.00324,-0.220975,-0.224578,-0.289879,-0.274305,0.782149,0.782711,-0.214439,-0.198427,0.139109,0.133853,0.00474279,0.00204031
23.39,10.0334,10.0205,0.924563,0.907,46.78,46.7898,0.569785,0.551241,-6.04389,-6.05755,2,2.00325,-0.223115,-0.22651,-0.288473,-0.272847,0.782196,0.782743,-0.213393,-0.198063,0.142071,0.135645,0.00473634,0.00201387
23.4,10.0389,10.0261,0.864105,0.846024,46.8,46.8098,0.532747,0.515117,-6.0478,-6.0606,2,2.00323,-0.225243,-0.228437,-0.287037,-0.271381,0.782244,0.782772,-0.212262,-0.197647,0.14501,0.137426,0.00472973,0.00199022
23.41,10.044,10.0314,0.803608,0.785013,46.82,46.8299,0.495665,0.478971,-6.05146,-6.06339,2,2.0032,-0.22736,-0.230356,-0.285573,-0.269909,0.782291,0.782798,-0.211049,-0.197177,0.147924,0.139198,0.00472295,0.00196936
23.42,10.0488,10.0362,0.743076,0.723966,46.84,46.85,0.458541,0.442799,-6.05485,-6.06592,2,2.00315,-0.229464,-0.232269,-0.284079,-0.26843,0.782338,0.78282,-0.209753,-0.196651,0.150809,0.140958,0.00471602,0.00195137
23.43,10.0532,10.0407,0.682512,0.662889,46.86,46.8701,0.42138,0.406607,-6.05798,-6.06819,2,2.00309,-0.231554,-0.234174,-0.282557,-0.266945,0.782385,0.782839,-0.208376,-0.196069,0.153661,0.142707,0.00470892,0.00193619
23.44,10.0572,10.0449,0.621917,0.601791,46.88,46.8902,0.384184,0.370396,-6.06085,-6.07021,2,2.00301,-0.233631,-0.236073,-0.281006,-0.265454,0.782432,0.782855,-0.20692,-0.195434,0.156479,0.144443,0.00470167,0.00192375
23.45,10.0609,10.0487,0.561296,0.540659,46.9,46.9103,0.346956,0.334164,-6.06344,-6.07197,2,2.00292,-0.235693,-0.237963,-0.279427,-0.263955,0.782479,0.782867,-0.205386,-0.194743,0.159258,0.146165,0.00469425,0.00191418
23.46,10.0642,10.0521,0.500649,0.47952,46.92,46.9305,0.309701,0.297921,-6.06577,-6.07347,2,2.0028,-0.237738,-0.239846,-0.277821,-0.262451,0.782526,0.782875,-0.203774,-0.193999,0.161995,0.147871,0.00468668,0.00190746
23.47,10.0671,10.0551,0.439981,0.418346,46.94,46.9506,0.272419,0.261651,-6.06784,-6.07472,2,2.00268,-0.239768,-0.24172,-0.276187,-0.260941,0.782573,0.782881,-0.202088,-0.193196,0.164689,0.149564,0.00467895,0.00190348
23.48,10.0696,10.0578,0.379294,0.357159,46.96,46.9708,0.235116,0.225368,-6.06963,-6.0757,2,2.00253,-0.24178,-0.243586,-0.274527,-0.259424,0.78262,0.782884,-0.200328,-0.192343,0.167335,0.151239,0.00467106,0.00190216
23.49,10.0718,10.0601,0.318589,0.29595,46.98,46.9909,0.197795,0.189066,-6.07116,-6.07643,2,2.00237,-0.243774,-0.245444,-0.272841,-0.257902,0.782666,0.782883,-0.198497,-0.191433,0.169931,0.152899,0.00466302,0.00190364
23.5,10.0736,10.0621,0.257871,0.234728,47,47.0111,0.160458,0.152748,-6.07242,-6.07691,2,2.00219,-0.24575,-0.247293,-0.271129,-0.256373,0.782713,0.78288,-0.196597,-0.190468,0.172475,0.154541,0.00465483,0.00190771
23.51,10.075,10.0637,0.197142,0.173497,47.02,47.0313,0.123108,0.11642,-6.07341,-6.07712,2,2.002,-0.247706,-0.249132,-0.269391,-0.254838,0.782759,0.782873,-0.194629,-0.189452,0.174963,0.156166,0.00464648,0.00191452
23.52,10.076,10.0649,0.136404,0.112261,47.04,47.0515,0.0857502,0.0800785,-6.07413,-6.07708,2,2.00179,-0.249642,-0.250962,-0.26763,-0.253298,0.782806,0.782864,-0.192595,-0.188384,0.177394,0.15777,0.00463798,0.00192373
23.53,10.0767,10.0657,0.0756604,0.0510156,47.06,47.0718,0.0483865,0.0437252,-6.07458,-6.07678,2,2.00156,-0.251558,-0.252782,-0.265844,-0.251752,0.782852,0.782853,-0.190499,-0.187261,0.179765,0.159355,0.00462933,0.00193552
23.54,10.077,10.0662,0.0149136,-0.0102332,47.08,47.092,0.0110205,0.00735988,-6.07476,-6.07622,2,2.00132,-0.253452,-0.254592,-0.264035,-0.2502,0.782898,0.782838,-0.188342,-0.186086,0.182073,0.160923,0.00462053,0.00194975
23.55,10.0769,10.0663,-0.0458338,-0.0714672,47.1,47.1122,-0.0263445,-0.0290044,-6.07467,-6.07541,2,2.00106,-0.255324,-0.256391,-0.262203,-0.248643,0.782945,0.782822,-0.186126,-0.184864,0.184316,0.162467,0.00461158,0.00196626
23.56,10.0765,10.066,-0.106579,-0.132712,47.12,47.1325,-0.0637053,-0.0653864,-6.07431,-6.07434,2,2.00079,-0.257174,-0.25818,-0.260348,-0.24708,0.782991,0.782803,-0.183855,-0.183591,0.186492,0.163991,0.00460248,0.00198507
23.57,10.0757,10.0654,-0.167319,-0.193957,47.14,47.1527,-0.101059,-0.101777,-6.07369,-6.07302,2,2.00051,-0.259001,-0.259958,-0.258473,-0.245511,0.783037,0.782781,-0.181531,-0.182271,0.1886,0.165494,0.00459323,0.00200605
23.58,10.0745,10.0644,-0.228052,-0.255187,47.16,47.173,-0.138401,-0.13817,-6.0728,-6.07144,2,2.00021,-0.260805,-0.261725,-0.256577,-0.243937,0.783083,0.782758,-0.179155,-0.180901,0.190637,0.166974,0.00458384,0.00202916
23.59,10.0729,10.063,-0.288774,-0.316406,47.18,47.1933,-0.17573,-0.174569,-6.07164,-6.06961,2,1.99989,-0.262584,-0.26348,-0.25466,-0.242357,0.783128,0.782733,-0.176733,-0.179489,0.192601,0.168432,0.0045743,0.00205421
23.6,10.0709,10.0612,-0.349484,-0.377614,47.2,47.2136,-0.213042,-0.210971,-6.07021,-6.06753,2,1.99957,-0.264339,-0.265224,-0.252725,-0.240771,0.783174,0.782706,-0.174265,-0.178031,0.194492,0.169867,0.00456462,0.00208121
23.61,10.0686,10.0591,-0.410177,-0.438802,47.22,47.2339,-0.250334,-0.247373,-6.06851,-6.06519,2,1.99923,-0.266069,-0.266955,-0.250771,-0.23918,0.78322,0.782678,-0.171754,-0.176528,0.196306,0.171279,0.00455479,0.00211
23.62,10.0659,10.0566,-0.470853,-0.499972,47.24,47.2542,-0.287602,-0.283778,-6.06655,-6.0626,2,1.99887,-0.267774,-0.268673,-0.248799,-0.237584,0.783265,0.782648,-0.169205,-0.174985,0.198044,0.172666,0.00454482,0.00214048
23.63,10.0629,10.0537,-0.531508,-0.561108,47.26,47.2746,-0.324844,-0.320175,-6.06433,-6.05977,2,1.99851,-0.269453,-0.270379,-0.24681,-0.235983,0.783311,0.782617,-0.166618,-0.173401,0.199703,0.17403,0.00453471,0.00217254
23.64,10.0594,10.0505,-0.592139,-0.622231,47.28,47.2949,-0.362057,-0.356577,-6.06184,-6.05668,2,1.99814,-0.271106,-0.272072,-0.244805,-0.234375,0.783356,0.782585,-0.163999,-0.171779,0.201282,0.175368,0.00452446,0.00220603
23.65,10.0556,10.0469,-0.652744,-0.683327,47.3,47.3152,-0.399237,-0.392976,-6.05909,-6.05334,2,1.99775,-0.272733,-0.273751,-0.242785,-0.232763,0.783401,0.782551,-0.161348,-0.170118,0.202782,0.176682,0.00451407,0.00224086
23.66,10.0515,10.0429,-0.71332,-0.744381,47.32,47.3356,-0.436382,-0.429367,-6.05608,-6.04976,2,1.99736,-0.274333,-0.275416,-0.24075,-0.231145,0.783446,0.782517,-0.158671,-0.168422,0.2042,0.17797,0.00450354,0.00227693
23.67,10.0469,10.0385,-0.773864,-0.805405,47.34,47.3559,-0.473488,-0.465754,-6.0528,-6.04593,2,1.99695,-0.275906,-0.277068,-0.238701,-0.229521,0.783491,0.782483,-0.155969,-0.166693,0.205535,0.179233,0.00449287,0.00231411
23.68,10.042,10.0337,-0.834375,-0.866391,47.36,47.3763,-0.510553,-0.502132,-6.04927,-6.04186,2,1.99654,-0.277452,-0.278705,-0.236639,-0.227892,0.783536,0.782447,-0.153245,-0.164932,0.206788,0.180472,0.00448207,0.00235225
23.69,10.0367,10.0286,-0.894849,-0.927334,47.38,47.3967,-0.547574,-0.5385,-6.04548,-6.03754,2,1.99611,-0.278971,-0.280328,-0.234566,-0.226258,0.783581,0.782412,-0.150503,-0.163141,0.207958,0.181683,0.00447113,0.00239119
23.7,10.031,10.0231,-0.955284,-0.988231,47.4,47.417,-0.584549,-0.574857,-6.04143,-6.03298,2,1.99568,-0.280463,-0.281935,-0.232481,-0.224619,0.783625,0.782376,-0.147747,-0.161322,0.209044,0.182869,0.00446006,0.00243087
23.71,10.025,10.0172,-1.01568,-1.04907,47.42,47.4374,-0.621474,-0.611193,-6.03713,-6.02818,2,1.99524,-0.281926,-0.283527,-0.230385,-0.222974,0.78367,0.782341,-0.144978,-0.159475,0.210047,0.184027,0.00444885,0.00247107
23.72,10.0186,10.011,-1.07603,-1.10987,47.44,47.4578,-0.658346,-0.647524,-6.03257,-6.02314,2,1.9948,-0.283362,-0.285104,-0.22828,-0.221324,0.783714,0.782305,-0.1422,-0.157605,0.210966,0.18516,0.00443751,0.00251176
23.73,10.0118,10.0044,-1.13633,-1.17061,47.46,47.4781,-0.695164,-0.683838,-6.02776,-6.01786,2,1.99435,-0.28477,-0.286665,-0.226166,-0.219669,0.783759,0.782271,-0.139416,-0.155711,0.211801,0.186264,0.00442603,0.00255272
23.74,10.0047,9.99738,-1.19658,-1.23129,47.48,47.4985,-0.731925,-0.720134,-6.0227,-6.01234,2,1.99389,-0.28615,-0.28821,-0.224044,-0.218008,0.783803,0.782236,-0.136629,-0.153796,0.212553,0.187345,0.00441443,0.00259384
23.75,9.99721,9.99001,-1.25678,-1.29191,47.5,47.5189,-0.768626,-0.756413,-6.01739,-6.00659,2,1.99343,-0.287503,-0.289739,-0.221915,-0.216341,0.783847,0.782203,-0.133843,-0.151864,0.213221,0.188397,0.00440269,0.00263509
23.76,9.98934,9.98226,-1.31693,-1.35247,47.52,47.5393,-0.805265,-0.792669,-6.01184,-6.0006,2,1.99297,-0.288827,-0.29125,-0.21978,-0.21467,0.783891,0.78217,-0.13106,-0.149913,0.213807,0.189422,0.00439083,0.0026762
23.77,9.9811,9.97414,-1.37702,-1.41296,47.54,47.5597,-0.841839,-0.828905,-6.00603,-5.99437,2,1.9925,-0.290124,-0.292745,-0.217639,-0.212993,0.783935,0.782138,-0.128283,-0.147949,0.214311,0.190421,0.00437884,0.00271707
23.78,9.9725,9.96564,-1.43705,-1.47338,47.56,47.58,-0.878346,-0.865115,-5.99999,-5.98792,2,1.99203,-0.291393,-0.294222,-0.215494,-0.211311,0.783979,0.782108,-0.125516,-0.14597,0.214733,0.191391,0.00436672,0.00275755
23.79,9.96353,9.95677,-1.49702,-1.53372,47.58,47.6004,-0.914784,-0.9013,-5.9937,-5.98123,2,1.99156,-0.292634,-0.295682,-0.213345,-0.209623,0.784022,0.782079,-0.122761,-0.143981,0.215075,0.192334,0.00435448,0.00279754
23.8,9.9542,9.94752,-1.55692,-1.59398,47.6,47.6208,-0.951152,-0.937452,-5.98718,-5.97432,2,1.99108,-0.293848,-0.297124,-0.211193,-0.20793,0.784066,0.782052,-0.120021,-0.141984,0.215338,0.193251,0.00434211,0.00283694
23.81,9.94451,9.9379,-1.61676,-1.65417,47.62,47.6411,-0.987446,-0.973581,-5.98041,-5.96718,2,1.99061,-0.295035,-0.298548,-0.209038,-0.206232,0.784109,0.782027,-0.117299,-0.139978,0.215522,0.19414,0.00432962,0.00287556
23.82,9.93446,9.9279,-1.67653,-1.71426,47.64,47.6615,-1.02366,-1.00968,-5.97342,-5.95981,2,1.99014,-0.296194,-0.299954,-0.206883,-0.204528,0.784152,0.782003,-0.114598,-0.137969,0.21563,0.195002,0.004317,0.00291326
23.83,9.92404,9.91753,-1.73623,-1.77428,47.66,47.6818,-1.05981,-1.04575,-5.96618,-5.95222,2,1.98966,-0.297327,-0.301341,-0.204726,-0.202818,0.784195,0.781982,-0.111921,-0.135954,0.215661,0.195836,0.00430426,0.00294996
23.84,9.91326,9.90679,-1.79585,-1.83421,47.68,47.7022,-1.09587,-1.08178,-5.95872,-5.9444,2,1.98919,-0.298433,-0.302709,-0.20257,-0.201104,0.784238,0.781963,-0.10927,-0.133939,0.215619,0.196646,0.0042914,0.00298554
23.85,9.90212,9.89568,-1.8554,-1.89404,47.7,47.7225,-1.13185,-1.11778,-5.95103,-5.93636,2,1.98872,-0.299512,-0.304058,-0.200414,-0.199384,0.784281,0.781946,-0.106648,-0.131924,0.215504,0.197426,0.00427843,0.00301985
23.86,9.89062,9.88419,-1.91487,-1.95378,47.72,47.7428,-1.16775,-1.15374,-5.94311,-5.92811,2,1.98825,-0.300566,-0.305389,-0.19826,-0.197658,0.784324,0.781932,-0.104057,-0.12991,0.215318,0.19818,0.00426533,0.00305281
23.87,9.87877,9.87233,-1.97426,-2.01342,47.74,47.7632,-1.20356,-1.18966,-5.93496,-5.91963,2,1.98779,-0.301594,-0.3067,-0.196108,-0.195927,0.784366,0.781921,-0.101501,-0.127901,0.215063,0.198906,0.00425211,0.00308425
23.88,9.86655,9.8601,-2.03357,-2.07294,47.76,47.7835,-1.23929,-1.22554,-5.92659,-5.91094,2,1.98732,-0.302596,-0.307991,-0.193959,-0.194191,0.784409,0.781912,-0.0989803,-0.125898,0.21474,0.199608,0.00423878,0.00311412
23.89,9.85398,9.8475,-2.09279,-2.13238,47.78,47.8037,-1.27494,-1.26139,-5.918,-5.90204,2,1.98687,-0.303573,-0.309262,-0.191813,-0.192449,0.784451,0.781907,-0.0964988,-0.123901,0.214353,0.200281,0.00422533,0.0031423
23.9,9.84105,9.83452,-2.15193,-2.19171,47.8,47.824,-1.31049,-1.29719,-5.9092,-5.89292,2,1.98642,-0.304526,-0.310514,-0.189672,-0.190701,0.784493,0.781904,-0.0940583,-0.121914,0.213903,0.200931,0.00421177,0.00316863
23.91,9.82777,9.82118,-2.21097,-2.25094,47.82,47.8443,-1.34596,-1.33294,-5.90017,-5.88358,2,1.98597,-0.305455,-0.311746,-0.187535,-0.188948,0.784535,0.781905,-0.0916609,-0.119937,0.213392,0.201551,0.00419809,0.00319307
23.92,9.81413,9.80747,-2.26993,-2.31004,47.84,47.8646,-1.38133,-1.36865,-5.89094,-5.87404,2,1.98553,-0.306359,-0.312958,-0.185404,-0.18719,0.784577,0.781909,-0.0893088,-0.117971,0.212822,0.202147,0.0041843,0.0032155
23.93,9.80014,9.79339,-2.32879,-2.36905,47.86,47.8848,-1.41661,-1.40432,-5.88149,-5.86429,2,1.98509,-0.307241,-0.314149,-0.183279,-0.185425,0.784619,0.781916,-0.0870038,-0.116017,0.212196,0.202716,0.0041704,0.00323588
23.94,9.7858,9.77894,-2.38756,-2.42793,47.88,47.905,-1.4518,-1.43994,-5.87183,-5.85433,2,1.98467,-0.3081,-0.315319,-0.181161,-0.183655,0.784661,0.781927,-0.0847479,-0.11408,0.211517,0.20326,0.00415638,0.00325403
23.95,9.77111,9.76412,-2.44623,-2.4867,47.9,47.9253,-1.48689,-1.47551,-5.86196,-5.84416,2,1.98425,-0.308936,-0.31647,-0.179049,-0.18188,0.784702,0.781942,-0.0825428,-0.112161,0.210787,0.203779,0.00414226,0.00326991
23.96,9.75606,9.74895,-2.5048,-2.54534,47.92,47.9455,-1.52189,-1.51102,-5.85189,-5.83379,2,1.98383,-0.309751,-0.317599,-0.176945,-0.180099,0.784744,0.781961,-0.0803903,-0.110256,0.210008,0.204273,0.00412803,0.00328349
